"Project_ID","PROYECTO","OBJETIVO","MODALIDAD","ENTIDADES RESPONSABLES","MONEDA","APORTE NACIONAL","APORTE INTERNACIONAL","BENEFICIARIOS","TERRITORIOS","MUNICIPIOS","TIPO DE COOPERACION"
"COL436","Acuerdo No. 000000161.Centro de Apoyo Escolar (CAE)","Promover el goce efectivo del derecho a la educación de ninas y niños, jóvenes en situación de vulnerabilidad por pobreza y/o situación de desplazamiento, en elsecor Altos de la Florida (Soacha), mediante la operación del centro de Apoyo Escolar CAE-, a través de la atención a la primera infancia y la implementación de metodologías flexibles de educación.","Ayuda Humanitaria","CORP. INFANCIA Y DESARROLLO","US Dolar","13.060,00","13.059,00","INFANCIA Y ADOLESCENCIA","CUNDINAMARCA","SOACHA","MULTILATERAL"
"COL437","Alternativas de desarrollo humano integral sostenible para la vereda Granizal, municipio de Bello, departamento de Antioquia.","Promover alternativas de desarrollo humano integral sostenible con la comunidad de la Vereda Granizal, municipio de Bello Antioquia con énfasis en grupos de mujeres y jóvenes.","Cooperación Técnica","PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO - PNUD-PROGRAMA DE LAS NACIONES UNIDAS - UNDP","US Dolar","349.886,00","349.886,00","POBLACIÓN DESPLAZADA","ANTIOQUIA","BELLO","MULTILATERAL"
"COL438","FOMIN- Desarrollo de incentivos de mercado para la formalizaci?n de la Miner?a Artesanal Aur?fera y de peque?a escala.","En mejorar el desempeño social, económico y ambiental de la minería artesanal y de pequeña escala (MAPE) en América Latina y el Caribe.","Cooperación Técnica","FUNDACION ALIANZA POR LA MINERÍA RESPONSABLE - ARM","US Dolar","396.415,00","610.000,00","ORGANIZACIONES SOCIALES","AMBITO NACIONAL","","MULTILATERAL"
"COL439","Proyecto Centro de Pensamiento Estrat?gico Tercera Fase? a realizarse entre el Ministerio de Relaciones Exteriores de la Rep?blica de Colombia y la Corporaci?n Andina de Fomento. Fase 3","Darle continuidad al Centro de pensamiento estratégico para darle apoyo conceptual y estratégico a la Cancillería de Colombia. Continuar con el fortalecimiento institucional y la capacitación de funcionarios en política exterior al igual que la investigación con prospectiva de las grandes temáticas internacionales.","Cooperación Técnica","MINISTERIO DE RELACIONES EXTERIORES","US Dolar","19.500,00","78.000,00","INSTITUCIONES","AMBITO NACIONAL","","MULTILATERAL"
"COL440","Programa Especial de Promoci?n del Empleo, Reducci?n de Pobreza y Desarrollo Social en Apoyo a los objetivos de Desarrollo del Milenio (SOF)","Apoyar al sector salud para implementar la reforma sectorial con el diseño y prueba de los instrumentos que le permitirán establecer el modelo de atención en salud en regiones con población dispersa. El modelo de atención incluye tanto el de prestación de servicios como el de gestión.","Cooperación Técnica","MINISTERIO DE SALUD Y DE LA PROTECCION SOCIAL","US Dolar","350.000,00","500.000,00","INDIGENAS","GUAINÍA","","MULTILATERAL"
"COL441","Fortalecimiento de la Gesti?n de Alianzas P?blico Privadas del Sector de la Inclusi?n Social y la Reconciliaci?n","Fortalecer la estrategia de intervención, gestión y ejecución de los grupos de Trabajo de las entidades adscritas al sector de la inclusión social y la Reconciliación. El sector esta compuesto por: ICBF, la Unidad para Atención y Reparación de victimas de la violencia, la Agencia Nacional de Superación de la pobreza extrema, el Centro de Memoria Histórica, la Unidad Administrativa para la consolidación Territorial y el Departamento para la Prosperidad Social, como cabeza del sector. La Estrategia de Alianza Pública Privada del sector busca construir una agenda conjunta con los privados para alcanzar un mayor impacto y optimizar los recursos de inversión privada y pública en temas de superación de la pobreza, reconciliación de los colombianos e integración regional.","Cooperación Técnica","DEPARTAMENTO PARA LA PROSPERIDAD SOCIAL - DPS","US Dolar","33.000,00","64.100,00","INSTITUCIONES","AMBITO NACIONAL","","MULTILATERAL"
"COL442","Fortalecimiento de la red de peque?os agricultores en Nari?o , Tierrandina.","Capacitar tecnica y administrativamente a los miembros de la asociación con el fin de hacer sus fincas sostenibles.","Cooperación Técnica","FUNDACION INTERAMERICANA IAF","US Dolar","338.551,00","217.932,00","CAMPESINOS","NARIÑO","SANDONA, YACUANQUER, CONSACA","NO OFICIALES"
"COL443","Celebrar y descubrir: Propuesta de gesti?n de conocimiento para la innovaci?n","Construir los fundamentos para la conformación de redes de intercambio y colaboración de prácticas innovadoras que permitan enriquecer el trabajo de los donatarios de la Fundación Ford en la región","Cooperación Financiera","ORGANIZACIÓN SENTIDO COMÚN","US Dolar","0","100.000,00","POBLACIÓN EN GENERAL","AMBITO NACIONAL","","NO OFICIALES"
"COL444","Proyecto de formaci?n t?cnica y vinculaci?n laboral ""HACIA EL EMPLEO""","Formar a 252 jóvenes de estratos 1 y 2 en Técnicos Laborales por Competencias y asegurar su exitosa inserción laboral en el sector productivo de la ciudad de Barranquilla. 102 TECNICOS AGENTES DE CONTACT CENTER 5O TECNICOS LOGISTICA COMERCIAL 5O TECNICOS EN VENTA E IMPULSO DE PRODUCTOS Y SERVICIOS 50 TECNICOS AUXILIARES ADMINISTRATIVOS","Cooperación Financiera","FUNDACION AMIGOS DE LOS NIÑOS","US Dolar","0","121.000,00","JÓVENES","ATLÁNTICO","MALAMBO, BARRANQUILLA, SOLEDAD","NO OFICIALES"
"COL445","Observatorio de Conflictos Socio-Laborales","Fortalecer el funcionamiento del Observatorio de Conflictos Socio-Laborales mediante el desarrollo de un software que permitirá anticipar y prevenir conflictos laborales","Cooperación Financiera","MINISTERIO DE TRABAJO","US Dolar","0","300.000,00","POBLACIÓN EN GENERAL","AMBITO NACIONAL","","NO OFICIALES"
"COL446","El Desaf?o: Estrategia de generaci?n de renta comunitaria","Promover la creación de negocios inclusivos para la generación de renta fomentado iniciativas que sean económica y ambientalmente sustentables, social y culturalmente inclusivas, que aprovechen las cadenas de valor generadas por los mercados y cree dialogo entre actores, para juntos elaborar alternativas en pro de la mejora de la calidad de vida.","Cooperación Financiera","FUNDACION GASES DE OCCIDENTE","US Dolar","56.608,00","177.901,00","POBLACIÓN EN GENERAL","VALLE DEL CAUCA","CALI","NO OFICIALES"
"COL447","Capacitaci?n para j?venes en riesgo enfocada a la generaci?n de ingresos en el Tecnocentro Cultural Somos Pac?fico","Capacitar a jóvenes en riesgo en actividades enfocadas a la generación de ingresos, enfatizando el uso de tecnologías de la información, las expresiones culturales, la justicia restaurativa y los derechos humanos y el bilinguismo.","Cooperación Financiera","FUNDACION ALVAR ALICE","US Dolar","2.020.000,00","180.000,00","JÓVENES","VALLE DEL CAUCA","","NO OFICIALES"
"COL448","Programa de G?nero - Women Win.","Alianza para la búsqueda del uso del deporte como una estrategia para empoderar a las niñas y mujeres de Altos de Cazucá sobre sus derechos y rol en la comunidad donde viven.","Cooperación Económica y Comercial","FUNDACION TIEMPO DE JUEGO","US Dolar","0","20.000,00","MUJERES","CUNDINAMARCA","SOACHA","NO OFICIALES"
"COL449","Apoyo a peque?os CORPORACION ANDINA DE FOMENTO - CAFicultores del sur del departamento del Cauca.","mejotrar las condiciones económicas de 1270 pequeños productores de CORPORACION ANDINA DE FOMENTO - CAFé y fruta del sur del departamento del Cauca.","Cooperación Técnica","COSURCA","US Dolar","0","327.305,00","CAMPESINOS","CAUCA","","NO OFICIALES"
"COL450","APOYO A PROYECTOS DE GESTI?N PARTICIPATIVA Y COMUNITARIA DE SOSTENIBILIDAD LOCAL Y REGIONAL EN EL CENTRO DEL VALLE DEL CAUCA.","Avanzar hacia la consolidación de procesos integrales para la sostenibilidad local y regional en el centro del Valle del Cauca.Apoyar procesos de formación e implementación de proyectos de gestión participativa y comunitaria de sostenibilidad local y regional junto con actores sociales, institucionales y gremiales de la región centro del Valle del Cauca.","Cooperación Financiera","INST. MAYOR CAMPESINO - IMCA","US Dolar","0","127.226,67","CAMPESINOS, INDIGENAS","VALLE DEL CAUCA","RIOFRIO, TRUJILLO, GUACARI, RESTREPO, YOTOCO, ANDALUCIA, VIJES, BUGA, TULUA, GINEBRA","NO OFICIALES"
"COL451","Fondo de pr?stamos a peque?os microempresarios, Alianza con Actuar","Administración y manejo de un fondo en dinero dirigido exclusivamente a apoyar las familias de escasos recursos ubicadas en barrios de estratos 1 y 2 dando preferencia a las familias de los apadrinados, mediante un programa de fortalecimiento y creación de microempresas a través de servicios de capacitación, asesoría y crédito.","Cooperación Financiera","ACTUAR FAMIEMPRESAS","US Dolar","0","96.620,00","POBLACIÓN EN GENERAL","ATLÁNTICO","MALAMBO, BARRANQUILLA, SOLEDAD","NO OFICIALES"
"COL452","Fortalecimiento y sustentabilidad de la pesca artesanal en Pasacaballos, Ararca y Tierra Bomba como modelo de pesca responsable e incluyente de la ciudad de Cartagena de Indias bajo enfoque de desarrollo con identidad -Etnodesarrollo- (EN CONVENIO CON ECOPETROL)","El proyecto integra un componente ambiental al formar en técnicas de manejo ambiental a los participantes y conformar grupos por la defensa de los ecosistemas marinos y el fomento de la pesca responsable, con el apoyo de del establecimiento público ambiental EPA-.","Cooperación Económica y Comercial","COMITE INTERNACIONAL PARA EL DESARROLLO DE LOS PUEBLOS - CISP","US Dolar","0","99.694,00","INFANCIA Y ADOLESCENCIA","BOLIVAR","CARTAGENA","NO OFICIALES"
"COL453","ALIANZA CARTAGENA - DESARROLLO DE PROVEEDORES PARA LA INDUSTRIA HOTELERA","Generar mayores ingresos a población local a través del fortalecimiento de un esquema de proveedores especializado para el sector hotelero de Cartagena, alineándolos con los requerimientos en términos de calidad, oportunidad y precios de los compradores participantes. Así mismo, busca sostener e incrementar gradualmente las ventas para generar recursos constantes a la población beneficiada.","Cooperación Económica y Comercial","FUNDACION WILLIAM J. CLINTON","US Dolar","98.667,00","405.000,00","POBLACIÓN EN GENERAL","BOLIVAR","TURBACO, MAHATES, ARJONA, CARTAGENA","NO OFICIALES"
"COL454","Plan NESCORPORACION ANDINA DE FOMENTO - CAF?","Apoyar a los CORPORACION ANDINA DE FOMENTO - CAFeteros en el mejoramiento de la productividad de sus CORPORACION ANDINA DE FOMENTO - CAFetales vía renovación con variedades resistentes, así como asegurar el suministro permanente de CORPORACION ANDINA DE FOMENTO - CAFé de altísima calidad y beneficiar a CORPORACION ANDINA DE FOMENTO - CAFicultores y sus familias en el departamento del Valle del Cauca.","Cooperación Técnica","FEDERECIÓN NACIONAL DE CORPORACION ANDINA DE FOMENTO - CAFETEROS","US Dolar","0","4.130.849,00","CAMPESINOS","VALLE DEL CAUCA","SEVILLA, ANDALUCIA, TULUA, BUGALAGRANDE","NO OFICIALES"
"COL455","Gobernanza para el desarrollo rural integral de Nari?o","Familias campesinas, indigenas, afros, organizaciones comunitarias y asociaciones de productores de 17 municipios - 850 familia, 4,250 personas","Cooperación Financiera","ADEL NARIÑO","US Dolar","0","120.500,00","POBLACIÓN EN GENERAL, INDIGENAS, AFROCOLOMBIANOS, CAMPESINOS","NARIÑO","LEIVA, SANDONA, YACUANQUER, ANCUYA, ARBOLEDA, PASTO, LOS ANDES, SAN LORENZO, SAN PABLO, CHACHAGUI, CONSACA, LA FLORIDA, LINARES, LA UNION, TAMINANGO, TUMACO","NO OFICIALES"
"COL456","Programa de producci?n y comercializaci?n sostenible para incrementar los ingresos y lograr el empoderamiento social y pol?tico de 300 familias campesinas e ind?genas de los municipios Piendam?, Cajib?o, Caldono y Morales (centro Cauca, Colombia","Programa de producción y comercialización sostenible para incrementar los ingresos y lograr el empoderamiento social y político de 300 familias campesinas e indígenas de los municipios Piendamó, Cajibío, Caldono y Morales (centro Cauca, Colombia","Cooperación Financiera","CORP. VALLENPAZ","US Dolar","68.152,00","342.220,00","CAMPESINOS, INDIGENAS","CAUCA","CALDONO, PIENDAMO, MORALES, CAJIBIO","NO OFICIALES"
"COL457","Creaci?n de una Plataforma Tecnol?gica y de Servicios de Telefon?a M?vil Sostenibles para ampliar el alcance y la efectividad de la intervenciones agr?colas para los Pobres Rurales","Construir una plataforma tecnológica dirigida a mejorar los medios de subsistencia de pequeños agricultores reduciendo las fallas e ineficiencias en el manejo de información acerca de sus perfiles, sus necesidades de capacitación y de asistencia técnica, y de los servicios proporcionados por organizaciones en apoyo de los pobres","Cooperación Financiera","GRAMEEN FOUNDATION","US Dolar","0","250.000,00","CAMPESINOS","AMBITO NACIONAL","","NO OFICIALES"
"COL458","Generaci?n de ingresos y sostenibilidad organizacional mediante el cultivo del cardamomo en el municipio de Caramanta - Antioquia.","Mejoramiento de la calidad de vida de los asociados y generación de sentido de pertenencia por el territorio, la sostenibilidad financiera de ASAP y el reconocimiento de la organización por sus propuestas estratégicas en el municipio","Cooperación Financiera","SWISSAID","US Dolar","0","184.501,00","CAMPESINOS","ANTIOQUIA","CARAMANTA","NO OFICIALES"
"COL459","?Planeaci?n, organizaci?n y soberan?a alimentaria en Mongua, Boyac?","Mejorar sus medios de vida, mediante propuestas de diversificación productiva, siembra de alimentos, protección de las fuentes de agua, fortalecimiento de la organización comunitaria y el mejoramiento de la convivencia familiar","Cooperación Técnica","SWISSAID","US Dolar","0","102.622,00","CAMPESINOS","BOYACÁ","MONGUA","NO OFICIALES"
"COL460","Desarrollo comunitario integral en tres veredas del municipio de Pueblorrico, Antioquia","generar un proceso de desarrollo comunitario integral a largo plazo, en tres veredas del municipio de Pueblorrico, departamento de Antioquia. La propuesta de desarrollo integral será un resultado de la metodología de planeación participativa del territorio","Cooperación Financiera","FUNDACION AURELIO LLANO POSADA","US Dolar","22.222,00","27.777,00","CAMPESINOS","ANTIOQUIA","PUEBLORRICO","NO OFICIALES"
"COL461","Propuesta de Fortalecimiento Institucional de la Secretaria de Planeaci?n Departamental de La Guajira","Fortalecer los procesos de gestión territorial en el Departamento de La Guajira a través del acompañamiento y asistencia técnica a la Secretaría de Planeación en su misión central de realizar la planeación regional, con énfasis en los temas relacionados con primera infancia, agua potable, seguridad alimentaria, calidad de la educación y sostenibilidad ambiental; así como en lo referente a la coordinación y complementariedad de su misión con las administraciones municipales, incluyendo las correspondientes actividades de fortalecimiento institucional y de capacitación tanto de los actores públicos en la gestión local, como de la ciudadanía en la vigilancia de la gestión territorial.","Cooperación Financiera","FUNDACION CERREJÓN","US Dolar","75.379,00","150.000,00","POBLACIÓN EN GENERAL, INDIGENAS","LA GUAJIRA","","NO OFICIALES"
"COL462","Para el desarrollo del liderazgo y el trabajo de preparaci?n del censo","Para el desarrollo del liderazgo y el trabajo de preparación del censo","Cooperación Financiera","ONIC","US Dolar","0","75.000,00","INDIGENAS","AMBITO NACIONAL","","NO OFICIALES"
"COL463","Dar seguimiento al estudio sobre pol?ticas p?blicas para las cadenas de valor en Colombia, y la conferencia regional sobre las cadenas de valor favorables a los pobr","Dar seguimiento a Sudy sobre políticas públicas para las cadenas de valor en Colombia, y la conferencia regional sobre las cadenas de valor favorables a los pobres","Cooperación Financiera","CENTRO INTERNACIONAL DE AGRICULTURA TROPICAL. - CIAT","US Dolar","0","300.000,00","POBLACIÓN EN GENERAL","AMBITO NACIONAL","","NO OFICIALES"
"COL464","Teje la Vida- Empoderamiento de ni?os, ni?as, j?venes y mujeres para que se conviertan en agentes activos del cambio.","Inspirar y empoderar a niños, jóvenes y mujeres para fortalecer sus habilidades como ciudadanos y líderes y convertirse en agentes de cambio en El Salado en el Departamento de Bolivar y San Onofre en el Departamento de Sucre.","Cooperación Financiera","FUNDACION MI SANGRE","US Dolar","112.572,00","112.571,50","INFANCIA Y ADOLESCENCIA, VICTIMAS DE LA VIOLENCIA","BOLIVAR, SUCRE","","NO OFICIALES"
"COL465","PAZalobien: Educaci?n para la paz","contribuir al alivio psicológico e integración social de niños, niñas, adolescentes, jóvenes y sus familias víctimas de Minas Antipersonal (MAP) y Municiones Sin Explotar (MUSE) en los municipios de Valdivia y Tarazá en el departamento de Antioquia","Cooperación Financiera","FUNDACION MI SANGRE","US Dolar","109.714,00","464.571,00","INFANCIA Y ADOLESCENCIA, VICTIMAS DE LA VIOLENCIA","ANTIOQUIA","TARAZA, VALDIVIA","NO OFICIALES"
"COL466","FORTALECIMIENTO Y CUALIFICACI?N DE ESTRATEGIAS DE ATENCI?N PSICOSOCIAL Y SALUD MENTAL PARA V?CTIMAS DE SECUESTRO EN COLOMBIA","Implementar estrategias más eficaces de intervención psicológica a corto, mediano y largo plazo, que favorezcan la reducción de las secuelas y patologías generadas tras el secuestro en víctimas directas e indirectas del delito. Esta intervención debe cumplir con los criterios de pro-actividad; atención individual, familiar y comunitaria; enfoque diferencial (género, etnia, raza, etc.); establecimiento de una duración; interdisciplinariedad; efectividad de las intervenciones; y, seguimiento. ","Cooperación Financiera","FUNDACION PAÍS LIBRE","US Dolar","24.286,00","28.571,43","VICTIMAS DE LA VIOLENCIA, POBLACIÓN EN GENERAL","GUAVIARE, ANTIOQUIA, CUNDINAMARCA, LA GUAJIRA, META, TOLIMA, NARIÑO","","NO OFICIALES"
"COL467","Estrategia de recuperaci?n integral del territorio colectivo del consejo comunitario de los r?os La Larga y Tumarad? (Choc?)","Se ha fortalecido el reconocimiento y ejercicio de la autonomía y la identidad cultural facilitando procesos alternativos de desarrollo y paz de las poblaciones afrocolombianos y mestizos del consejo comunitario de la cuenca La Larga - Tumaradó","Cooperación Financiera","CENTRO DE INVESTIGACIÓN Y EDUCACIÓN POPULAR - CINEP","US Dolar","0","52.000,00","MUJERES, HOMBRES","CHOCÓ","","NO OFICIALES"
"COL468","Bloqueras Solidarias","Programa de autoconstrucción asistida, para el desarrollo de una vivienda modular, progresiva y que se adapta al contexto y a las necesidades de cada familia donde se fortalece el tejido social y la participación comunitaria.","Cooperación Económica y Comercial","FUNDACION CEMEX","US Dolar","89.831,00","89.831,00","VICTIMAS DE LA VIOLENCIA","QUINDÍO","ARMENIA, LA TEBAIDA","NO OFICIALES"
"COL469","Proyecto optimizaci?n y potabilizaci?n del sistema de Acuerducto del corregimiento de pacurita","""El objetivo general de este proyecto es mejorar la calidad de vida de la población del corregimiento Pacurita, a través de infraestructuras que amplíen y mejoren la cobertura y el suministro de los servicios de agua y saneamiento y de la formación sobre hábitos de consumo de agua segura y sensibilización para la gestión comunitaria y sostenible del sistema.","Cooperación Financiera","FUNDACION PIES DESCALZOS","US Dolar","0","132.534,50","POBLACIÓN EN GENERAL","CHOCÓ","QUIBDO","NO OFICIALES"
